"X";"Dim.1";"Dim.2";"nome";"partido";"uf";"id_dep";"condicao";"matricula";"idParlamentar";"nomeParlamentar";"urlFoto";"sexo";"gabinete";"fone";"email";"destaque";"destaque_ministros";"destaque_conselho_etica";"destaque_bancada_bala";"destaque_cabeca";"destaque_bancada_humanista";"destaque_bancada_evangelica";"destaque_bancada_ruralista";"destaque_bancada_sindical";"destaque_cassacao";"destaque_partido";"destaque_conselho_etica_partido";"not_afinidade";"afinidade"
1;"0,0471786839659939";"0,0161291691089788";"Abel Mesquita Jr.";"pdt";"RR";178957;"Titular";1;5830756;"ABEL MESQUITA JR.";"http://www.camara.gov.br/internet/deputado/bandep/178957.jpg";"masculino";248;"3215-5248";"dep.abelmesquitajr@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 73447,141445, 74103,191945,192120";"178957,178835,160666,178874,160571"
2;"-0,202673764975591";"-0,258632614294458";"Adail Carneiro";"phs";"CE";178864;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 73447,192120, 74103,141445,191945";"178864,181315,178904,141560,178993"
3;"-0,0348410921079895";"-0,158269609793069";"Adalberto Cavalcanti";"ptb";"PE";178914;"Titular";138;5830364;"ADALBERTO CAVALCANTI";"http://www.camara.gov.br/internet/deputado/bandep/178914.jpg";"masculino";402;"3215-5402";"dep.adalbertocavalcanti@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";" 74862, 73466,178938, 74171, 73531";"178914, 74308, 74765,191684,160646"
4;"-0,668462899349241";"0,418477527273823";"Adelmo Carneiro Leão";"pt";"MG";178890;"Suplente";221;5830314;"ADELMO CARNEIRO LEÃO";"http://www.camara.gov.br/internet/deputado/bandep/178890.jpg";"masculino";231;"3215-5231";"dep.adelmocarneiroleao@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;"pt";"não participam";"180545, 74399, 74262, 93472,141518";"178890,132504,178837,178986, 74041"
5;"0,220629123710547";"-0,0861838667214015";"Adelson Barreto";"ptb";"SE";178968;"Titular";175;5830370;"ADELSON BARRETO";"http://www.camara.gov.br/internet/deputado/bandep/178968.jpg";"masculino";937;"3215-5937";"dep.adelsonbarreto@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"146829, 73447, 74856,191945, 74103";"178968,148134,178879,178905,163321"
6;"0,168522399775677";"0,0909428608867591";"Ademir Camilo";"pros";"MG";133374;"Suplente";520;5830803;"ADEMIR CAMILO";"http://www.camara.gov.br/internet/deputado/bandep/133374.jpg";"masculino";804;"3215-5804";"dep.ademircamilo@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"outros";"não participam";"146829,192120, 74856,191684,191945";"133374,160976, 74163,160637, 74273"
7;"0,383935913550746";"-0,0389980922741161";"Adilton Sachetti";"psb";"MT";178903;"Titular";401;5830628;"ADILTON SACHETTI";"http://www.camara.gov.br/internet/deputado/bandep/178903.jpg";"masculino";374;"3215-5374";"dep.adiltonsachetti@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 73447, 74103,141445,191923,191945";"178903,178926,178905,178901,178891"
8;"-0,361298547507489";"-0,317553185244115";"Aelton Freitas";"pr";"MG";141372;"Titular";224;5830322;"AELTON FREITAS";"http://www.camara.gov.br/internet/deputado/bandep/141372.jpg";"masculino";204;"3215-5204";"dep.aeltonfreitas@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";"180545, 74399,178938,141563, 74388";"141372,178985,178955,178829, 74787"
9;"-0,685955317233901";"0,369849403852297";"Afonso Florence";"pt";"BA";160508;"Titular";182;5830319;"AFONSO FLORENCE";"http://www.camara.gov.br/internet/deputado/bandep/160508.jpg";"masculino";305;"3215-5305";"dep.afonsoflorence@camara.gov.br";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"pt";"não participam";"180545, 93472,164359,178877, 74399";"160508, 74041,141335,160538, 73482"
10;"0,492091788867966";"0,0855505863009068";"Afonso Hamm";"pp";"RS";136811;"Titular";487;5830647;"AFONSO HAMM";"http://www.camara.gov.br/internet/deputado/bandep/136811.jpg";"masculino";604;"3215-5604";"dep.afonsohamm@camara.gov.br";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";"192120,146829,191945, 74856,191923";"136811, 74163, 74752,160649,160621"
11;"-0,249737516269248";"0,0609973622783214";"Afonso Motta";"pdt";"RS";178835;"Titular";490;5830619;"AFONSO MOTTA";"http://www.camara.gov.br/internet/deputado/bandep/178835.jpg";"masculino";711;"3215-5711";"dep.afonsomotta@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 74856,146829, 74399,192120,180545";"178835, 76287,141411, 74299,178874"
12;"-0,388769563440279";"-0,127461671789996";"Aguinaldo Ribeiro";"pp";"PB";160527;"Titular";129;5830568;"AGUINALDO RIBEIRO";"http://www.camara.gov.br/internet/deputado/bandep/160527.jpg";"masculino";735;"3215-5735";"dep.aguinaldoribeiro@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"outros";"não participam";"160570, 74399,180545, 74388,160602";"160527,132504,178985,178923,178858"
13;"-0,0778896964563185";"-0,0596640347707208";"Alan Rick";"prb";"AC";178836;"Titular";53;5830326;"ALAN RICK";"http://www.camara.gov.br/internet/deputado/bandep/178836.jpg";"masculino";650;"3215-5650";"dep.alanrick@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;"outros";"não participam";" 74856,191684,146829,192120, 74103";"178836,178962,122466,152610,178985"
14;"-0,129970255397674";"-0,290510954485832";"Alberto Filho";"pmdb";"MA";160582;"Titular";548;5830840;"ALBERTO FILHO";"http://www.camara.gov.br/internet/deputado/bandep/160582.jpg";"masculino";350;"3215-5350";"dep.albertofilho@camara.gov.br";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;"pmdb";"não participam";" 74784,160518, 74862, 74171,160672";"160582,171623,141428,141529, 74291"
15;"0,716745160247575";"0,00828339206537784";"Alberto Fraga";"dem";"DF";73579;"Titular";410;5830472;"ALBERTO FRAGA";"http://www.camara.gov.br/internet/deputado/bandep/73579.jpg";"masculino";511;"3215-5511";"dep.albertofraga@camara.gov.br";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;"outros";"não participam";" 73447, 74103,141445,192120,191945";" 73579,178847,178909, 74352,178876"
