id_dep,nome,partido,uf,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Maioridade 1,Maioridade 2,Pensão, Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Transgênico,Voto Facultativo,Voto impresso
160591,Vinicius Gurgel,pr,AP,não,não,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não votou,não,não votou
74043,Wellington Roberto,pr,PB,sim,sim,não,sim,sim,sim,não votou,sim,sim,sim,sim,sim,não votou,não,sim
178949,Zenaide Maia,pr,RN,sim,sim,não,sim,sim,não,não,sim,sim,sim,sim,abstenção,não,não,sim
178836,Alan Rick,prb,AC,sim,sim,não,sim,não,sim,sim,sim,sim,não,sim,sim,sim,não,sim
178831,André Abdon,prb,AP,não,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,sim
141383,Antonio Bulhões,prb,SP,não,não,não,sim,não,sim,sim,sim,sim,sim,não,não,sim,não,sim
73437,Beto Mansur,prb,SP,não votou,não,não,sim,sim,sim,sim,não votou,sim,sim,não votou,sim,sim,não votou,não votou
178962,Carlos Gomes,prb,RS,sim,não,não,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
73441,Celso Russomanno,prb,SP,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não votou,sim,não,sim
160576,César Halum,prb,TO,não votou,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
141408,Cleber Verde,prb,MA,não votou,sim,não,sim,não,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim
66828,Fausto Pinato,prb,SP,não,não,não,sim,não,sim,sim,sim,sim,não,não,sim,sim,não,sim
160531,Jhonatan de Jesus,prb,RR,sim,não votou,não,sim,não,sim,sim,não votou,sim,não,não,sim,sim,não,não votou
178971,Jony Marcos,prb,SE,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não,não,sim,sim
118594,Marcelo Squassoni,prb,SP,não,abstenção,não,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
150418,Márcio Marinho,prb,BA,não,não votou,não,sim,não,sim,sim,sim,sim,não,não,não,sim,não,sim
152610,Roberto Alves,prb,SP,não,sim,não,sim,não,sim,sim,sim,sim,sim,não,não votou,sim,não,sim
178944,Roberto Sales,prb,RJ,não,sim,não,sim,não,sim,sim,sim,sim,não votou,sim,sim,não votou,não,sim
122466,Ronaldo Martins,prb,CE,não,não,não,sim,não,sim,sim,sim,sim,não,não,não,sim,não,sim
178945,Rosangela Gomes,prb,RJ,não,sim,não,sim,não,sim,sim,sim,sim,não,não,sim,sim,não,sim
178991,Sérgio Reis,prb,SP,não votou,não votou,não,sim,não,não votou,não votou,sim,sim,sim,não votou,não votou,sim,não votou,não votou
178862,Tia Eron,prb,BA,não,sim,não,sim,não,sim,sim,sim,sim,não,não,sim,sim,não,sim
141555,Vinicius Carvalho,prb,SP,não,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,sim
133374,Ademir Camilo,pros,MG,sim,não,sim,não,não,sim,sim,não votou,sim,não,sim,não,sim,não,sim
74213,Antonio Balhmann,pros,CE,não votou,não,não,não,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,sim
178906,Beto Salame,pros,PA,sim,sim,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim
143632,Domingos Neto,pros,CE,não votou,abstenção,sim,sim,não,não,não votou,sim,sim,sim,não votou,sim,sim,não votou,sim
160643,Dr. Jorge Silva,pros,ES,sim,não,não,não,não,não,sim,sim,sim,sim,sim,sim,sim,não,sim
74558,Givaldo Carimbão,pros,AL,não,não,não,sim,sim,não,não,sim,sim,sim,sim,sim,sim,não votou,sim
141450,Hugo Leal,pros,RJ,não votou,sim,sim,sim,sim,não,não,sim,sim,sim,não votou,sim,não votou,não votou,não votou
74299,Leônidas Cristino,pros,CE,sim,não,não,sim,não,não,não,sim,sim,sim,sim,sim,sim,não,sim
74862,Miro Teixeira,pros,RJ,não,sim,sim,não,não,não,não,não,sim,não,não,não,não,sim,sim
178951,Rafael Motta,pros,RN,sim,sim,não,sim,não,não,sim,sim,sim,não votou,sim,não votou,sim,não votou,sim
160637,Ronaldo Fonseca,pros,DF,não,não,não,não,não,sim,sim,não,sim,não,não,sim,sim,sim,sim
141552,Valtenir Pereira,pros,MT,não,sim,não,não,não,sim,sim,sim,sim,sim,não,sim,não votou,não,sim
178936,Alexandre Valle,prp,RJ,não,sim,não,sim,sim,não votou,não votou,sim,sim,não,sim,sim,sim,sim,sim
178886,Juscelino Filho,prp,MA,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não
179000,Marcelo Álvaro Antônio,prp,MG,não,sim,sim,sim,não,sim,sim,sim,sim,não,não,sim,sim,não,sim
178841,Cícero Almeida,prtb,AL,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,não votou,sim,não,sim
178903,Adilton Sachetti,psb,MT,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
74459,Átila Lira,psb,PI,sim,sim,não,sim,sim,não,não,sim,sim,sim,sim,não,não,não,sim
178834,Bebeto,psb,BA,sim,sim,não,não,não,não,não,não,sim,não,sim,não,não,não,não votou
178838,César Messias,psb,AC,sim,não,não,não votou,não,não,não,não,não votou,não,sim,não votou,não votou,não,sim
178905,Fabio Garcia,psb,MT,sim,não,não,sim,sim,sim,sim,sim,sim,não,sim,sim,sim,sim,sim
141431,Fernando Coelho Filho,psb,PE,sim,não,não,sim,sim,não,não,sim,sim,não,sim,sim,não,não,sim
178978,Flavinho,psb,SP,não,sim,não,não,não,não,não,não,sim,não,sim,sim,não,não,sim
152605,Glauber Braga,psb,RJ,não,sim,não,não,não,não,não,não,sim,não,não,não,não,não,sim
74419,Gonzaga Patriota,psb,PE,não,sim,não,não,não,sim,sim,não,sim,não,sim,sim,sim,não,sim
178964,Heitor Schuch,psb,RS,sim,sim,não,não,não,não,não,não,sim,não,sim,não,não,não,sim
97707,Heráclito Fortes,psb,PI,não votou,não votou,sim,sim,sim,abstenção,sim,não votou,sim,não,sim,sim,não,não,não votou
73926,Janete Capiberibe,psb,AP,sim,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não votou,não,sim
178917,João Fernando Coutinho,psb,PE,sim,sim,não,sim,não,não,não,sim,sim,não,sim,sim,não,não,sim
73714,José Reinaldo,psb,MA,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou,não,sim
160607,Jose Stédile,psb,RS,sim,sim,não,não,não,não,não,não,sim,não,sim,não,não,não,sim
73586,Júlio Delgado,psb,MG,sim,sim,não,não,sim,não,abstenção,não,sim,não votou,sim,sim,não,não,sim
160659,Keiko Ota,psb,SP,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim
160663,Leopoldo Meyer,psb,PR,não votou,sim,não,não,não,não,não,não,sim,não,sim,sim,não,não,sim
178931,Luciano Ducci,psb,PR,sim,sim,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
74784,Luiza Erundina,psb,SP,não votou,não votou,não votou,não votou,não votou,não,não,não votou,não votou,não votou,não votou,não,não votou,não votou,não votou
178982,Luiz Lauro Filho,psb,SP,não,não,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não,não,sim
64960,Maria Helena,psb,RR,sim,sim,não,sim,sim,não,não,não,sim,não,sim,não,não,não,sim
178919,Marinaldo Rosendo,psb,PE,sim,sim,sim,não,não,sim,sim,sim,sim,não,sim,sim,não votou,não,sim
160642,Pastor Eurico,psb,PE,sim,sim,sim,não,sim,sim,sim,não,não,não,sim,sim,sim,não,sim
160517,Paulo Foletto,psb,ES,sim,sim,não,não,não,não,sim,não,sim,não,sim,sim,sim,não,sim
178926,Rodrigo Martins,psb,PI,sim,sim,não,não,sim,não votou,não votou,não,sim,não,sim,sim,não,não,sim
92776,Stefano Aguiar,psb,MG,sim,abstenção,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,não,sim
178922,Tadeu Alencar,psb,PE,sim,sim,não,não,não,não,não,sim,sim,não,sim,não,não,não,sim
178898,Tenente Lúcio,psb,MG,sim,sim,não,sim,sim,não,não,não,sim,sim,sim,sim,não,sim,sim
178901,Tereza Cristina,psb,MS,sim,sim,não votou,sim,não votou,não,sim,sim,sim,sim,sim,sim,sim,não,sim
141384,Valadares Filho,psb,SE,não votou,sim,não,sim,não,não,sim,não,sim,não,não votou,não votou,não,não votou,sim
137070,Vicentinho Júnior,psb,TO,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
160543,Andre Moura,psc,SE,sim,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,não votou,não votou,sim
160578,Edmar Arruda,psc,PR,sim,não votou,sim,sim,não,sim,sim,não,sim,sim,sim,não votou,não votou,sim,não votou
92346,Eduardo Bolsonaro,psc,SP,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,abstenção,sim
99654,Erivelton Santana,psc,BA,sim,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
74270,Gilberto Nascimento,psc,SP,não votou,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,sim,não votou,sim
178855,Irmão Lazaro,psc,BA,sim,sim,não,não,sim,não votou,sim,não,sim,não,não,sim,sim,sim,sim
67312,Júlia Marinho,psc,PA,sim,sim,não votou,sim,não votou,sim,sim,não,sim,não,sim,sim,sim,sim,sim
178852,Marcos Reategui,psc,AP,sim,abstenção,não,sim,não,não,sim,não,sim,não votou,sim,não,não,sim,sim
160601,Pr. Marco Feliciano,psc,SP,sim,sim,sim,sim,não,sim,sim,não votou,sim,não votou,não,não,sim,sim,sim
148134,Professor Victório Galli,psc,MT,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,sim,sim,sim,sim
178998,Raquel Muniz,psc,MG,sim,sim,sim,sim,não,sim,sim,não,sim,não,sim,sim,sim,não,sim
4930,Silvio Costa,psc,PE,não,não,não,sim,sim,não,não,sim,sim,sim,não,sim,sim,não,sim
74385,Takayama,psc,PR,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou
178833,Alexandre Serfiotis,psd,RJ,não,não votou,não,sim,sim,sim,sim,sim,sim,não,não,sim,não,não,sim
74090,Átila Lins,psd,AM,sim,não,não votou,sim,não votou,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim
73720,Cesar Souza,psd,SC,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,sim,sim,sim,não votou
160552,Danrlei de Deus Hinterholz,psd,RS,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim
178908,Delegado Éder Mauro,psd,PA,não,sim,não,sim,sim,sim,sim,não,sim,sim,sim,abstenção,sim,não,sim
160588,Diego Andrade,psd,MG,não votou,não votou,não,sim,sim,sim,sim,sim,sim,sim,não votou,sim,sim,não votou,sim
178930,Evandro Rogerio Roman,psd,PR,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,sim,não votou,não votou
178930,Evandro Roman,psd,PR,não,sim,não,sim,sim,sim,sim,sim,sim,não votou,sim,não votou,não votou,não,sim
141428,Fábio Faria,psd,RN,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
178969,Fábio Mitidieri,psd,SE,sim,não votou,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141430,Felipe Bornier,psd,RJ,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,sim,sim
160676,Fernando Torres,psd,BA,não votou,não,sim,sim,sim,não,não,sim,sim,não votou,não votou,sim,sim,não votou,sim
178907,Francisco Chapadinha,psd,PA,não,sim,não votou,não votou,não votou,sim,não votou,não votou,não votou,sim,sim,sim,sim,não,sim
178980,Goulart,psd,SP,sim,abstenção,não,sim,sim,sim,sim,não votou,sim,sim,sim,sim,não,não,sim
178981,Herculano Passos,psd,SP,não,abstenção,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
160596,Heuler Cruvinel,psd,GO,não,não,não votou,não votou,não votou,sim,sim,sim,não votou,não,sim,sim,sim,não,sim
141389,Indio da Costa,psd,RJ,não,abstenção,não,sim,sim,sim,sim,não votou,sim,sim,não,não votou,sim,sim,sim
81232,Irajá Abreu,psd,TO,não votou,sim,não votou,não votou,não votou,sim,sim,sim,não votou,sim,não votou,sim,sim,não votou,sim
74665,Jaime Martins,psd,MG,sim,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não votou
74273,Jefferson Campos,psd,SP,sim,abstenção,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
160571,João Rodrigues,psd,SC,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178910,Joaquim Passarinho,psd,PA,não,sim,não,sim,sim,sim,sim,não,sim,sim,sim,sim,sim,não,sim
74140,José Carlos Araújo,psd,BA,sim,sim,não,sim,sim,sim,sim,sim,sim,não votou,sim,sim,sim,não,sim
160619,José Nunes,psd,BA,sim,sim,sim,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
74317,Júlio Cesar,psd,PI,sim,abstenção,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,sim
141500,Marcos Montes,psd,MG,não,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
74574,Paulo Magalhães,psd,BA,não,não,não,sim,não,não,não,sim,sim,sim,sim,não votou,sim,não,sim
160655,Ricardo Izar,psd,SP,não,não votou,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim
160426,Rogério Rosso,psd,DF,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
141536,Rômulo Gouveia,psd,PB,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
73808,Sérgio Brito,psd,BA,sim,não,sim,sim,não,sim,sim,sim,sim,sim,sim,sim,sim,sim,sim
160612,Sergio Zveiter,psd,RJ,sim,sim,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,sim,sim,não votou,não,sim
74356,Silas Câmara,psd,AM,sim,abstenção,não,sim,sim,não votou,não votou,sim,sim,sim,sim,não votou,sim,não,sim
178947,Sóstenes Cavalcante,psd,RJ,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,não,sim,sim,sim
141560,Walter Ihoshi,psd,SP,não,não,não,sim,sim,sim,sim,sim,sim,sim,não,sim,sim,não,sim
178875,Alexandre Baldy,psdb,GO,não,abstenção,não votou,não votou,não votou,sim,sim,não,não votou,não,sim,sim,sim,sim,sim
141454,Alfredo Kaefer,psdb,PR,não,não,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
73584,Antonio Carlos Mendes Thame,psdb,SP,não,sim,não,sim,sim,não votou,não votou,não votou,sim,não,não,não votou,não votou,não,sim
160530,Antonio Imbassahy,psdb,BA,não,não,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim
178847,Arthur Virgílio Bisneto,psdb,AM,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178915,Betinho Gomes,psdb,PE,não,sim,não,sim,sim,não,não,não,sim,não,sim,sim,sim,sim,sim
74650,Bonifácio de Andrada,psdb,MG,não,sim,sim,sim,sim,sim,sim,não votou,sim,não,não,não votou,sim,não,sim
160589,Bruna Furlan,psdb,SP,não,sim,sim,sim,sim,sim,sim,não votou,sim,não,sim,sim,sim,não,sim
141394,Bruno Araújo,psdb,PE,não,abstenção,sim,sim,sim,sim,sim,não votou,sim,não,sim,não votou,sim,não,sim
178976,Bruno Covas,psdb,SP,não,não,não,sim,sim,sim,sim,não,sim,não,não,sim,não,não,sim
178891,Caio Narcio,psdb,MG,não,abstenção,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,não votou
74262,Carlos Sampaio,psdb,SP,não,sim,não,sim,sim,sim,sim,não,sim,não,sim,não votou,sim,não,sim
178876,Célio Silveira,psdb,GO,não,abstenção,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178916,Daniel Coelho,psdb,PE,não,sim,sim,sim,abstenção,sim,sim,não,sim,não,sim,sim,não,sim,sim
164359,Delegado Waldir,psdb,GO,sim,sim,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim
160758,Domingos Sávio,psdb,MG,não,abstenção,não,sim,sim,sim,sim,não,sim,não votou,sim,sim,sim,não,sim
74655,Eduardo Barbosa,psdb,MG,sim,sim,não,sim,sim,não,não,não,sim,não,sim,sim,sim,não,sim
178977,Eduardo Cury,psdb,SP,não,abstenção,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim
178877,Fábio Sousa,psdb,GO,não,abstenção,sim,sim,sim,sim,sim,não,não,não,não,sim,não votou,sim,sim
178966,Geovania de Sá,psdb,SC,sim,sim,não,sim,sim,sim,sim,não,sim,não,sim,não,não votou,não,sim
178878,Giuseppe Vecci,psdb,GO,não,sim,abstenção,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
4931,Izalci,psdb,DF,não,não,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
74366,João Campos,psdb,GO,não,abstenção,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim
74445,João Castelo,psdb,MA,não,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178856,João Gualberto,psdb,BA,sim,abstenção,sim,sim,sim,sim,sim,não,não votou,não,sim,sim,não votou,não,sim
178988,João Paulo Papa,psdb,SP,não,sim,não,sim,sim,não,sim,não,sim,não,não,sim,não votou,não,sim
74570,Jutahy Junior,psdb,BA,não,não,sim,sim,sim,sim,sim,não votou,sim,não votou,não,não votou,não votou,não,não
74277,Lobbe Neto,psdb,SP,não,sim,não votou,não votou,não votou,sim,sim,não,não votou,não,não,sim,não votou,sim,sim
73778,Luiz Carlos Hauly,psdb,PR,não,sim,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,não,sim
160565,Mara Gabrilli,psdb,SP,não votou,não votou,não,sim,abstenção,não,sim,não,sim,não,não votou,não,sim,não votou,não votou
160536,Marco Tebaldi,psdb,SC,sim,sim,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
159238,Marcus Pestana,psdb,MG,não,abstenção,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178956,Mariana Carvalho,psdb,RO,não,sim,não votou,não votou,não votou,sim,sim,não,não votou,não,sim,sim,sim,sim,sim
178827,Max Filho,psdb,ES,não,sim,abstenção,não,não,não,não,não,sim,não,abstenção,não votou,sim,sim,sim
178984,Miguel Haddad,psdb,SP,não,abstenção,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,sim,sim
160567,Nelson Marchezan Junior,psdb,RS,não,não,não,sim,sim,sim,sim,não,sim,não,não,sim,sim,não,sim
166401,Nilson Leitão,psdb,MT,não votou,abstenção,não,sim,sim,sim,sim,não votou,sim,não,sim,sim,sim,sim,sim
74352,Nilson Pinto,psdb,PA,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim
141515,Otavio Leite,psdb,RJ,não votou,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,não,não,sim
141516,Paulo Abi-Ackel,psdb,MG,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178912,Pedro Cunha Lima,psdb,PB,não,não,sim,sim,sim,sim,sim,não,sim,não,não,sim,sim,não,sim
178844,Pedro Vilela,psdb,AL,não,abstenção,não votou,não votou,não votou,sim,sim,não,não votou,não,não,sim,sim,sim,sim
74216,Raimundo Gomes de Matos,psdb,CE,sim,abstenção,não,não votou,sim,sim,sim,não,não votou,não,sim,sim,sim,não,sim
141472,Ricardo Tripoli,psdb,SP,não,não,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,sim,sim
178840,Rocha,psdb,AC,não,não votou,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,não votou
141531,Rodrigo de Castro,psdb,MG,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
141535,Rogério Marinho,psdb,RN,não,abstenção,sim,sim,sim,não votou,sim,não,sim,não,sim,sim,sim,sim,sim
178935,Rossoni,psdb,PR,sim,sim,sim,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178990,Samuel Moreira,psdb,SP,não,não,não,não votou,sim,sim,sim,não,não votou,não,não,sim,sim,sim,sim
178961,Shéridan,psdb,RR,não votou,sim,sim,sim,sim,sim,sim,não,sim,não,não votou,sim,não votou,não votou,sim
73560,Silvio Torres,psdb,SP,não votou,abstenção,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
141553,Vanderlei Macris,psdb,SP,não,abstenção,não,sim,sim,sim,sim,não votou,sim,não,sim,não votou,sim,não,sim
178992,Vitor Lippi,psdb,SP,não,sim,não,sim,sim,sim,sim,não,sim,não,sim,sim,sim,não,sim
178881,Aluisio Mendes,psdc,MA,sim,não,não,sim,não,sim,sim,sim,sim,sim,não,sim,sim,não,não
178802,Luiz Carlos Ramos,psdc,RJ,não,sim,sim,sim,sim,sim,sim,sim,sim,não,não,sim,sim,sim,sim
178867,Macedo,psl,CE,sim,sim,sim,sim,não,não votou,não votou,sim,sim,sim,sim,não,sim,não,sim
178938,Cabo Daciolo,psol,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não,não votou,não,não votou,não,não,não votou,não votou
74171,Chico Alencar,psol,RJ,não,sim,não,obstrução,não,não,obstrução,não,sim,não,sim,não,não,não,sim
134812,Edmilson Rodrigues,psol,PA,não,sim,não,obstrução,não,não,obstrução,não,sim,não,sim,não,não,não,sim
73531,Ivan Valente,psol,SP,não,sim,não,obstrução,não,não,obstrução,não,sim,não,sim,não,não,não,sim
160672,Jean Wyllys,psol,RJ,não,sim,não,obstrução,não,não,obstrução,não,sim,não,sim,não,não,não,sim
178890,Adelmo Carneiro Leão,pt,MG,não votou,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,não votou
160508,Afonso Florence,pt,BA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160511,Alessandro Molon,pt,RJ,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178973,Ana Perugini,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178974,Andres Sanchez,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178837,Angelim,pt,AC,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
73433,Arlindo Chinaglia,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
159237,Assis Carvalho,pt,PI,não,não votou,não,não,não,não votou,não votou,sim,sim,sim,sim,não,não,não,não votou
74378,Assis do Couto,pt,PR,sim,sim,não,não,não,não,não,sim,sim,não votou,sim,não,não,não,sim
73701,Benedita da Silva,pt,RJ,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141335,Beto Faro,pt,PA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160538,Bohn Gass,pt,RS,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178853,Caetano,pt,BA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141398,Carlos Zarattini,pt,SP,não,não votou,não,não,não,não,não,sim,sim,sim,sim,não,não,não,não votou
141439,Chico D Angelo,pt,RJ,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141413,Décio Lima,pt,SC,não,sim,não,não,não,não,não,não votou,sim,sim,sim,não,não,não votou,sim
132504,Enio Verri,pt,PR,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160575,Erika Kokay,pt,DF,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
146829,Fabiano Horta,pt,RJ,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,sim,não votou,não,não,não votou,não votou
73481,Fernando Marroni,pt,RS,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
129037,Gabriel Guimarães,pt,MG,não,não votou,não,não,não,não,não,sim,sim,sim,sim,não votou,não,não,não votou
178872,Givaldo Vieira,pt,ES,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178873,Helder Salomão,pt,ES,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
73482,Henrique Fontana,pt,RS,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178970,João Daniel,pt,SE,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178857,Jorge Solla,pt,BA,sim,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141464,José Airton Cirilo,pt,CE,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141470,José Guimarães,pt,CE,não,não votou,não,não,não,não,não,sim,sim,sim,sim,não,sim,não,sim
74275,José Mentor,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178825,Leo de Brito,pt,AC,não,sim,não,não,não,não,não,sim,não,sim,sim,não,não,não,sim
74156,Leonardo Monteiro,pt,MG,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
74041,Luiz Couto,pt,PB,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178866,Luizianne Lins,pt,CE,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
74688,Luiz Sérgio,pt,RJ,não,sim,não,não,não,não,não,não votou,sim,sim,sim,não,sim,não,não votou
133373,Marco Maia,pt,RS,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160535,Marcon,pt,RS,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
171619,Margarida Salomão,pt,MG,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
74398,Maria do Rosário,pt,RS,não,sim,não,não,não,não,não,sim,não,sim,sim,não,não,não,sim
188097,Merlong Solano,pt,PI,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,não votou,sim,não votou,não,abstenção,não votou,não votou
178859,Moema Gramacho,pt,BA,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,não votou
178986,Nilto Tatto,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
178868,Odorico Monteiro,pt,CE,sim,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160556,Padre João,pt,MG,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
171617,Paulão,pt,AL,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
74400,Paulo Pimenta,pt,RS,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
141488,Paulo Teixeira,pt,SP,não,sim,não,não,não,não,não,sim,sim,sim,sim,não,não,não,sim
160604,Pedro Uczai,pt,SC,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
160641,Professora Marcivania,pt,AP,não,sim,não,não,não,não,não,não votou,sim,não votou,sim,não,não,não,sim
74161,Reginaldo Lopes,pt,MG,não,sim,não,não,não,não,não,sim,sim,sim,sim,não votou,não votou,não,não
74371,Rubens Otoni,pt,GO,não,sim,não,não,não,não,não,sim,sim,sim,sim,não votou,não,não,sim
160630,Ságuas Moraes,pt,MT,não,sim,não,não,não,não,não,sim,sim,não votou,sim,não,não votou,não,sim
