id_dep;nome;deputado;partido;UF;tema_1;tema_2;tema_3;tema_4;tema_5;tema_6;tema_7;tema_8;tema_9;tema_10;tema_11;tema_12;tema_13;tema_14;tema_15;tema_16;tema_17;tema_18;tema_19;IMPEACHMENT
178941;EzequielTeixeira;Ezequiel Teixeira;solidaried;RJ;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;abstenção;não;não votou;sim;sim;sim;não;SIM
141428;FabioFaria;Fábio Faria;psd;RN;sim;sim;sim;abstção;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
178905;FabioGarcia;Fabio Garcia;psb;MT;sim;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;sim;não;sim;sim;sim;sim;SIM
178969;FabioMitidieri;Fábio Mitidieri;psd;SE;não;sim;não;sim;sim;sim;sim;sim;sim;não;sim;sim;não votou;sim;sim;sim;não;sim;sim;NAO
141427;FabioRamalho;Fábio Ramalho;pv;MG;sim;sim;sim;não;não;não;sim;sim;sim;sim;não;sim;não votou;não votou;sim;sim;não;sim;sim;SIM
171623;FabioReis;Fabio Reis;pmdb;SE;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;SIM
178877;FabioSousa;Fábio Sousa;psdb;GO;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não;abstenção;não;não;não;sim;sim;não;SIM
66828;FaustoPinato;Fausto Pinato;prb;SP;sim;não votou;não;sim;sim;sim;sim;não;sim;não;sim;sim;não;sim;não;não;não;sim;não;SIM
141430;FelipeBornier;Felipe Bornier;psd;RJ;não votou;sim;não;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
141429;FelipeMaia;Felipe Maia;dem;RN;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;não;não;não;sim;sim;sim;SIM
141431;FernandoCoelhoFilho;Fernando Coelho Filho;psb;PE;sim;sim;sim;sim;não;não;sim;sim;sim;não;não;sim;não;sim;não;sim;não;sim;sim;SIM
160646;FernandoFrancischini;Fernando Francischini;solidaried;PR;não votou;não votou;sim;sim;sim;sim;sim;sim;não votou;sim;não votou;sim;sim;não votou;não votou;sim;não;sim;sim;SIM
163831;FernandoJordao;Fernando Jordão;pmdb;RJ;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;SIM
160676;FernandoTorres;Fernando Torres;psd;BA;sim;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;não;sim;não votou;não votou;não votou;sim;não votou;NAO
160598;FlaviaMorais;Flávia Morais;pdt;GO;não votou;não votou;sim;sim;não;não;não;não;sim;não;sim;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
141434;FlavianoMelo;Flaviano Melo;pmdb;AC;não votou;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não;não;não votou;não;SIM
178978;Flavinho;Flavinho;psb;SP;não;sim;sim;sim;não;não;não;não;sim;não;não;sim;sim;não;não;sim;não;sim;não;SIM
178907;FranciscoChapadinha;Francisco Chapadinha;psd;PA;sim;sim;sim;sim;sim;não votou;não votou;não votou;sim;não votou;sim;não votou;sim;não votou;sim;sim;não;sim;não;SIM
160677;FranciscoFloriano;Francisco Floriano;pr;RJ;não;sim;sim;sim;sim;não votou;sim;sim;sim;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
129037;GabrielGuimaraes;Gabriel Guimarães;pt;MG;sim;não votou;sim;não;não;não;não;não;não votou;não;não;sim;não votou;sim;sim;sim;não;não votou;não;NAO
160669;GeneciasNoronha;Genecias Noronha;solidaried;CE;sim;sim;sim;não votou;sim;não votou;sim;sim;sim;sim;não votou;sim;não votou;não;não;sim;não;não votou;sim;SIM
178966;GeovaniadeSa;Geovania de Sá;psdb;SC;sim;sim;não votou;sim;sim;sim;sim;sim;não;não;não votou;sim;sim;não;não;sim;não;sim;sim;SIM
74374;GeraldoResende;Geraldo Resende;pmdb;MS;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não votou;sim;sim;não;sim;sim;SIM
74383;Giacobo;Giacobo;pr;PR;não votou;não votou;não votou;não votou;sim;sim;7 sim;sim;sim;não;não votou;não votou;não votou;sim;sim;sim;não;sim;sim;SIM
74270;GilbertoNascimento;Gilberto Nascimento;psc;SP;sim;não votou;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
160673;GiovaniCherini;Giovani Cherini;pdt;RS;sim;não;sim;sim;não;não;não votou;não;sim;não;sim;sim;sim;não;não;sim;não;sim;sim;SIM
178878;GiuseppeVecci;Giuseppe Vecci;psdb;GO;sim;não;não votou;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;sim;não;não;sim;não;sim;não;SIM
74558;GivaldoCarimbao;Givaldo Carimbão;pros;AL;não votou;não votou;sim;não votou;não;não;sim;sim;sim;não;sim;sim;não;sim;sim;sim;não votou;sim;não;NAO
178872;GivaldoVieira;Givaldo Vieira;pt;ES;sim;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
152605;GlauberBraga;Glauber Braga;psb;RJ;não votou;não;não;não;não;não;não;não;não;não;não;sim;sim;não;não;não;não;sim;não;NAO
152605;GlauberBraga;Glauber Braga;psol;RJ;;;;;;;;;;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;NAO
74419;GonzagaPatriota;Gonzaga Patriota;psb;PE;não;não votou;sim;não votou;sim;sim;não;não;sim;não;sim;sim;sim;não;não;sim;não;sim;não;SIM
129618;GoretePereira;Gorete Pereira;pr;CE;sim;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;sim;sim;não votou;sim;sim;ABST
178980;Goulart;Goulart;psd;SP;sim;sim;não votou;sim;sim;sim;sim;sim;sim;não;não;sim;abstenção;não votou;sim;sim;não;sim;sim;SIM
160667;GuilhermeMussi;Guilherme Mussi;pp;SP;sim;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não votou;SIM
178964;HeitorSchuch;Heitor Schuch;psb;RS;não;não votou;sim;sim;não;não;não;não;não;não;não;sim;sim;não;não;sim;não;sim;sim;SIM
178873;HelderSalomao;Helder Salomão;pt;ES;não;abstção;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
178909;HelioLeite;Hélio Leite;dem;PA;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;não;não;não;não;sim;não votou;não;SIM
73482;HenriqueFontana;Henrique Fontana;pt;RS;não votou;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
97707;HeraclitoFortes;Heráclito Fortes;psb;PI;sim;sim;sim;sim;abstção;sim;sim;sim;sim;sim;não;sim;não votou;não votou;não;sim;não;não votou;não votou;SIM
178981;HerculanoPassos;Herculano Passos;psd;SP;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;sim;sim;sim;não;sim;não;SIM
73772;HermesParcianello;Hermes Parcianello;pmdb;PR;sim;sim;não;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
160596;HeulerCruvinel;Heuler Cruvinel;psd;GO;sim;não;não;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;não;sim;não;sim;não;sim;não;SIM
178884;HildoRocha;Hildo Rocha;pmdb;MA;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;não;sim;não;sim;SIM
178849;HissaAbrahao;Hissa Abrahão;pps;AM;sim;sim;sim;não votou;não;não;não;não;sim;não;sim;sim;sim;não votou;não;não;sim;sim;não;SIM
141450;HugoLeal;Hugo Leal;pros;RJ;sim;não votou;sim;sim;não;não;sim;sim;sim;sim;não votou;sim;sim;sim;sim;não votou;não votou;não votou;não votou;SIM
160674;HugoMotta;Hugo Motta;pmdb;PB;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não votou;sim;sim;não;não votou;sim;SIM
141389;IndiodaCosta;Indio da Costa;psd;RJ;não votou;sim;sim;sim;sim;sim;sim;sim;não votou;não;sim;sim;abstenção;não votou;sim;não;sim;sim;não;SIM
67138;IracemaPortella;Iracema Portella;pp;PI;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;SIM
81232;IrajaAbreu;Irajá Abreu;psd;TO;sim;não votou;não votou;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;sim;não votou;não votou;sim;não votou;NAO
178855;IrmaoLazaro;Irmão Lazaro;psc;BA;não votou;não votou;sim;sim;não votou;sim;não;sim;sim;não;sim;sim;sim;não;não;não;sim;sim;sim;SIM
73531;IvanValente;Ivan Valente;psol;SP;não;não;não;não;não;obstção;obstção;não;não;não;não;sim;sim;não;não;sim;não;sim;não;NAO
4931;Izalci;Izalci;psdb;DF;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;não;não;sim;não;sim;não;SIM
74665;JaimeMartins;Jaime Martins;psd;MG;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;não votou;sim;SIM
74847;JairBolsonaro;Jair Bolsonaro;pp;RJ;não;sim;não;sim;sim;sim;sim;sim;não votou;sim;sim;sim;não;não;não;sim;não;sim;sim;SIM
74848;JandiraFeghali;Jandira Feghali;pcdob;RJ;não;não;sim;não;não;não;não;não;não;sim;não;sim;sim;sim;sim;não;não;sim;não;NAO
73926;JaneteCapiberibe;Janete Capiberibe;psb;AP;não;não votou;não votou;não votou;não;não;7 não;não;não;não;não votou;sim;sim;não votou;não votou;sim;não;sim;sim;NAO
131943;JarbasVasconcelos;Jarbas Vasconcelos;pmdb;PE;não;sim;não votou;sim;não;não;sim;sim;sim;não;sim;sim;não;não;não;sim;sim;sim;não;SIM
160672;JeanWyllys;Jean Wyllys;psol;RJ;não;não;não;não;não;obstção;obstção;não;não;não;não;sim;sim;não;não;sim;não;sim;não;NAO
74273;JeffersonCampos;Jefferson Campos;psd;SP;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;não;não;sim;não;sim;sim;SIM
160570;JeronimoGoergen;Jerônimo Goergen;pp;RS;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
178839;JessicaSales;Jéssica Sales;pmdb;AC;sim;não votou;não votou;sim;sim;sim;não votou;não votou;não votou;não votou;sim;não votou;não votou;sim;sim;sim;não;não votou;sim;SIM
178842;JHC;JHC;solidaried;AL;não votou;sim;sim;sim;não;sim;não;não;não votou;não;sim;sim;sim;não;não;não;sim;sim;sim;SIM
178842;JHC;JHC;psb;AL;não;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
160531;JhonatandeJesus;Jhonatan de Jesus;prb;RR;não;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;não votou;não votou;não;não;não;não votou;sim;SIM
160573;JoaoArruda;João Arruda;pmdb;PR;não;não votou;sim;não;não;não;sim;não;não;sim;sim;sim;não;não votou;não;sim;sim;sim;não;SIM
74366;JoaoCampos;João Campos;psdb;GO;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;não;não;sim;sim;sim;não;SIM
141458;JoaoCarlosBacelar;João Carlos Bacelar;pr;BA;sim;não votou;não votou;não votou;sim;não votou;7 sim;sim;não;não;sim;sim;não;sim;sim;sim;não;sim;não votou;NAO
74445;JoaoCastelo;João Castelo;psdb;MA;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;não;sim;não;SIM
178970;JoaoDaniel;João Daniel;pt;SE;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
178965;JoaoDerly;João Derly;rede;RS;não;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;SIM
178965;JoaoDerly;João Derly;pcdob;RS;não votou;não;sim;não votou;não;não;não;não;não;sim;não;sim;sim;sim;não;não;não;sim;não votou;SIM
178917;JoaoFernandoCoutinho;João Fernando Coutinho;psb;PE;não;sim;não;abstção;não;não;sim;não;sim;não;não;sim;sim;sim;não;sim;não;sim;sim;SIM
178856;JoaoGualberto;João Gualberto;psdb;BA;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não votou;abstenção;não;não;sim;não;sim;sim;SIM
112437;JoaoMarceloSouza;João Marcelo Souza;pmdb;MA;sim;sim;sim;abstção;não;não;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;NAO
178988;JoaoPauloPapa;João Paulo Papa;psdb;SP;sim;sim;sim;sim;não;sim;sim;sim;sim;não;não votou;sim;sim;não;não;não;não;sim;não;SIM
160571;JoaoRodrigues;João Rodrigues;psd;SC;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;não;sim;não;SIM
178910;JoaquimPassarinho;Joaquim Passarinho;psd;PA;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;sim;sim;não;sim;não;SIM
141503;JoMoraes;Jô Moraes;pcdob;MG;não;não votou;sim;não;não;não;não;não;não;sim;não;sim;não votou;sim;sim;não;não;não votou;não;NAO
178971;JonyMarcos;Jony Marcos;prb;SE;sim;não votou;não votou;não;sim;sim;sim;não;não;não;não;sim;sim;sim;sim;não;sim;sim;não;SIM
74388;JorgeBoeira;Jorge Boeira;pp;SC;não votou;não votou;não votou;não votou;sim;sim;7 não;não;não;não;sim;sim;não votou;não;não;não;sim;não votou;não;SIM
160572;JorgeCorteReal;Jorge Côrte Real;ptb;PE;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
178857;JorgeSolla;Jorge Solla;pt;BA;não;não votou;sim;não votou;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;sim;NAO
73535;JorgeTadeuMudalen;Jorge Tadeu Mudalen;dem;SP;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;abstenção;não;não;não;sim;sim;não;SIM
160509;JorginhoMello;Jorginho Mello;pr;SC;sim;não votou;sim;não votou;sim;sim;não votou;sim;sim;não;sim;não votou;sim;sim;sim;não votou;não votou;sim;não votou;SIM
141464;JoseAirtonCirilo;José Airton Cirilo;pt;CE;sim;sim;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74553;JoseCarlosAleluia;José Carlos Aleluia;dem;BA;sim;sim;sim;não;sim;sim;sim;sim;sim;não;sim;não;não votou;sim;sim;não;sim;sim;não;SIM
74140;JoseCarlosAraujo;José Carlos Araújo;psd;BA;sim;não votou;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não votou;sim;não;sim;sim;NAO
141470;JoseGuimaraes;José Guimarães;pt;CE;sim;não votou;sim;não;não;não;não;não;não;não;sim;sim;não votou;sim;sim;sim;não;sim;não;NAO
74275;JoseMentor;José Mentor;pt;SP;não votou;não votou;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
160619;JoseNunes;José Nunes;psd;BA;sim;sim;sim;não votou;sim;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;NAO
74395;JoseOtavioGermano;José Otávio Germano;pp;RS;sim;não votou;não;sim;sim;sim;não;não votou;sim;sim;sim;não votou;sim;não;não;não votou;não votou;sim;não votou;SIM
74079;JosePriante;José Priante;pmdb;PA;não votou;não votou;sim;sim;não votou;não votou;7 não votou;não votou;não votou;sim;não votou;não votou;sim;sim;sim;sim;não;não votou;não;SIM
73714;JoseReinaldo;José Reinaldo;psb;MA;sim;não;sim;não votou;sim;sim;sim;sim;sim;sim;não votou;sim;não;sim;sim;sim;não;sim;sim;SIM
74554;JoseRocha;José Rocha;pr;BA;sim;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;NAO
160607;JoseStedile;Jose Stédile;psb;RS;não;não votou;não;sim;não;não;não;não;não;não;não;sim;sim;não;não;sim;não;sim;sim;SIM
114941;JosiNunes;Josi Nunes;pmdb;TO;sim;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;SIM
74351;JosueBengtson;Josué Bengtson;ptb;PA;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;sim;sim;sim;SIM
73666;JovairArantes;Jovair Arantes;ptb;GO;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;abstenção;sim;sim;sim;não;sim;sim;SIM
178851;JoziAraujo;Jozi Araújo;ptb;AP;sim;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;NAO
67312;JuliaMarinho;Júlia Marinho;psc;PA;sim;sim;não;sim;sim;sim;sim;não votou;sim;não votou;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
74317;JulioCesar;Júlio Cesar;psd;PI;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
73586;JulioDelgado;Júlio Delgado;psb;MG;não;sim;sim;sim;não;abstção;não;sim;sim;não;não;sim;sim;não;não votou;sim;não;sim;sim;SIM
74253;JulioLopes;Julio Lopes;pp;RJ;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstenção;sim;sim;sim;não;sim;não;SIM
178885;JuniorMarreca;Junior Marreca;pen;MA;sim;não votou;sim;não;sim;sim;sim;sim;sim;sim;não votou;não votou;não votou;não;não votou;sim;sim;não votou;sim;NAO
178886;JuscelinoFilho;Juscelino Filho;prp;MA;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;sim;SIM
74570;JutahyJunior;Jutahy Junior;psdb;BA;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;não votou;sim;não;não votou;não votou;não;não;não;não;SIM
160659;KeikoOta;Keiko Ota;psb;SP;não votou;não votou;não;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;sim;não;sim;sim;SIM
151208;LaercioOliveira;Laercio Oliveira;solidaried;SE;sim;sim;sim;sim;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;não;não;não votou;não votou;sim;não votou;SIM
141478;LaerteBessa;Laerte Bessa;pr;DF;não;sim;sim;não votou;sim;sim;sim;sim;não votou;não;sim;sim;não;sim;sim;sim;não votou;sim;sim;SIM
178894;LaudivioCarvalho;Laudivio Carvalho;pmdb;MG;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;SIM
141480;LazaroBotelho;Lázaro Botelho;pp;TO;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;SIM
178832;Leandre;Leandre;pv;PR;sim;sim;sim;sim;sim;sim;não;não;sim;não;não;sim;sim;não;não;sim;sim;sim;sim;SIM
141562;LeloCoimbra;Lelo Coimbra;pmdb;ES;não;não;sim;sim;não;não;sim;não;sim;não;não votou;sim;sim;sim;não;sim;sim;sim;sim;SIM
178825;LeodeBrito;Leo de Brito;pt;AC;não;não votou;sim;não;não;não;não;não;não;não;não;não;sim;sim;sim;sim;não;sim;não;NAO
74156;LeonardoMonteiro;Leonardo Monteiro;pt;MG;não;sim;não votou;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
74254;LeonardoPicciani;Leonardo Picciani;pmdb;RJ;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;não votou;sim;NAO
141482;LeonardoQuintao;Leonardo Quintão;pmdb;MG;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;não;sim;sim;SIM
74299;LeonidasCristino;Leônidas Cristino;pros;CE;sim;sim;sim;sim;não;não;sim;não;sim;não;sim;sim;não;sim;sim;sim;não;sim;sim;NAO
160663;LeopoldoMeyer;Leopoldo Meyer;psb;PR;sim;não votou;sim;sim;não;não;não;não;sim;não;não;sim;sim;não;não;sim;não;sim;não votou;SIM
74585;LincolnPortela;Lincoln Portela;pr;MG;abstenção;sim;sim;sim;sim;sim;sim;não;não;não;não;sim;sim;sim;não votou;não votou;não votou;sim;não votou;SIM
178879;LucasVergilio;Lucas Vergilio;solidaried;GO;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim;sim;SIM
160628;LucianaSantos;Luciana Santos;pcdob;PE;não;não votou;sim;não;não;não;não;não;não;sim;não;sim;sim;sim;sim;não;não;sim;não;NAO
178931;LucianoDucci;Luciano Ducci;psb;PR;não;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;sim;não;sim;sim;SIM
178954;LucioMosquini;Lucio Mosquini;pmdb;RO;sim;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;SIM
141484;LucioVale;Lúcio Vale;pr;PA;não;sim;sim;sim;sim;sim;sim;sim;não votou;não;sim;sim;não;sim;sim;sim;não;sim;não;NAO
94931;LucioVieiraLima;Lucio Vieira Lima;pmdb;BA;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;SIM
73483;LuisCarlosHeinze;Luis Carlos Heinze;pp;RS;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;não;sim;não;SIM
160510;LuisTibe;Luis Tibé;ptdob;MG;não votou;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;sim;não;não;sim;não;SIM
74784;LuizaErundina;Luiza Erundina;psb;SP;não;não votou;não;não;não;não;não votou;não votou;não;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;NAO
141485;LuizCarlosBusato;Luiz Carlos Busato;ptb;RS;sim;não votou;sim;sim;não;não;sim;sim;sim;sim;não votou;sim;sim;sim;sim;não votou;não votou;não votou;não votou;SIM
73778;LuizCarlosHauly;Luiz Carlos Hauly;psdb;PR;não votou;não votou;sim;não votou;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;não;não;sim;não;SIM
178802;LuizCarlosRamos;Luiz Carlos Ramos;psdc;RJ;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;sim;não;SIM
178955;LuizClaudio;Luiz Cláudio;pr;RO;sim;sim;abstção;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim;abstenção;SIM
74041;LuizCouto;Luiz Couto;pt;PB;não;sim;não;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
141487;LuizFernandoFaria;Luiz Fernando Faria;pp;MG;sim;não votou;sim;não votou;sim;sim;sim;não votou;sim;sim;sim;não votou;sim;sim;sim;sim;não;sim;sim;SIM
178866;LuizianneLins;Luizianne Lins;pt;CE;não;sim;sim;não votou;não;não;não;não;não;não;não;sim;sim;não votou;não votou;sim;não;sim;não;NAO
178982;LuizLauroFilho;Luiz Lauro Filho;psb;SP;não;sim;sim;sim;sim;sim;sim;sim;sim;não;não;sim;não;não votou;sim;sim;não;sim;não;SIM
162332;LuizNishimori;Luiz Nishimori;pr;PR;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim;sim;SIM
74688;LuizSergio;Luiz Sérgio;pt;RJ;não votou;sim;sim;não;não;não;não;não;não;não;sim;sim;sim;não votou;sim;sim;não;não votou;não;NAO
178867;Macedo;Macedo;psl;CE;sim;sim;sim;não votou;não votou;não votou;7 sim;não;não;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;NAO
166402;MagdaMofatto;Magda Mofatto;pr;GO;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;não;sim;sim;sim;não;sim;sim;SIM
178826;MajorOlimpio;Major Olimpio;pdt;SP;sim;sim;não;sim;sim;sim;não;não;sim;não;não;sim;abstenção;não votou;não;sim;não;sim;sim;SIM
160633;Mandetta;Mandetta;dem;MS;sim;sim;sim;sim;não;sim;sim;não;sim;não;sim;sim;sim;não;não;não;sim;sim;sim;SIM
141490;ManoelJunior;Manoel Junior;pmdb;PB;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;não votou;SIM
160565;MaraGabrilli;Mara Gabrilli;psdb;SP;sim;não votou;sim;não votou;não;sim;sim;abstenção;não;não;sim;sim;não votou;não;não;não votou;não votou;não votou;não votou;SIM
179000;MarceloAlvaroAntonio;Marcelo Álvaro Antônio;prp;MG;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;não;não;sim;não;SIM
146788;MarceloAro;Marcelo Aro;phs;MG;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;não;sim;não;sim;não;sim;não;SIM
178932;MarceloBelinati;Marcelo Belinati;pp;PR;sim;sim;não;sim;sim;sim;não;não;não;sim;não;sim;não;não;não;não;sim;sim;não;SIM
74460;MarceloCastro;Marcelo Castro;pmdb;PI;não votou;não votou;sim;sim;sim;abstção;não;não;sim;não;sim;sim;não votou;sim;sim;sim;não;não votou;sim;NAO
76287;MarceloMatos;Marcelo Matos;pdt;RJ;não;não;sim;sim;abstção;sim;não;não;não;não;não;sim;sim;não;não;sim;não;sim;sim;SIM
118594;MarceloSquassoni;Marcelo Squassoni;prb;SP;sim;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;abstenção;sim;não;sim;sim;sim;não;SIM
178983;MarcioAlvino;Marcio Alvino;pr;SP;sim;não votou;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;SIM
150418;MarcioMarinho;Márcio Marinho;prb;BA;sim;sim;sim;sim;sim;sim;sim;não;não;não;sim;sim;não votou;sim;não;não;não;sim;não;SIM
133373;MarcoMaia;Marco Maia;pt;RS;não;sim;sim;não;não;não;não;não;não;não;não;sim;sim;sim;sim;sim;não;sim;não;NAO
160535;Marcon;Marcon;pt;RS;não;sim;não;não;não;não;não;não;não;não;não;sim;sim;não votou;não votou;sim;não;sim;não;NAO
178880;MarcosAbrao;Marcos Abrão;pps;GO;sim;não;sim;sim;não;sim;não;não;sim;não;sim;sim;sim;não;não;não;sim;sim;não;SIM
141500;MarcosMontes;Marcos Montes;psd;MG;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;não;SIM
178852;MarcosReategui;Marcos Reategui;psc;AP;não;não votou;sim;não votou;não;sim;sim;não;não;não;não;sim;abstenção;não;não votou;sim;sim;sim;sim;SIM
167722;MarcosRogerio;Marcos Rogério;pdt;RO;não;não votou;não votou;sim;sim;sim;não;não;não;abstenção;sim;sim;abstenção;não;não;sim;sim;sim;não;SIM
